Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,StandardisedIncidenceRatioQF
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2013,57,23,30,65,94,214,311,386,745,1290,1939,2691,3583,4807,4633,4487,3551,2279,988,32173,19.3849198926688,8.13591937657633,10.9038570577032,20.7337184488627,25.3863999114177,60.7825037278989,91.2802420834202,122.886886759415,199.05096773504,316.318348671095,494.093304385938,776.798240296517,1129.18322518428,1616.43946170246,2059.84349991108,2444.65874481729,2724.72664492615,3120.29354582546,2621.38498275405,603.881599939937,597.300760755627,610.51686721028,655.652078470479,648.340747053172, ,663.003837286936, ,302.936739365915,299.29829977899, ,306.596857285798, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2014,59,43,26,66,127,212,297,406,765,1314,1950,2642,3503,4877,4825,4666,3667,2224,1078,32747,20.2153794495249,14.8932706661448,9.56237426397302,21.4097336434501,34.460209311854,59.2910800485516,86.4170948725857,128.906485647247,211.977123096362,325.506963470885,489.169290202817,744.95351794571,1109.21123460308,1595.99708093214,2101.16053737453,2503.03088823801,2768.73824966212,2972.10974354862,2725.52588996764,612.368165158202,605.75343009455,619.037124866879,655.847204303164,648.617019783045, ,663.116909544212, ,303.684669067546,300.044889959107, ,307.346088776609, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2015,65,31,31,67,125,216,345,477,669,1236,1976,2603,3589,4879,4678,4531,3598,2269,1079,32464,22.3234217340834,10.6035107882171,11.3911119930037,22.0407062237033,33.9978785323796,59.3592498749608,99.166427134234,148.998709927312,191.238476381048,312.2647277284,487.548514284727,717.435643018577,1132.18379926687,1559.0100813216,2013.54992553567,2415.64437620289,2678.2590571754,2985.05499131716,2711.39590400804,604.206216266518,597.651336718341,610.815064559058,641.950005922647,634.847373594593, ,649.091603269418, ,298.810381429375,295.202355248217, ,302.440020117223, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2016,64,40,37,50,119,206,352,458,716,1201,2115,2614,3494,4841,4760,4454,3537,2217,1019,32294,22.2811744964106,13.3841037000355,13.4850461771716,16.7414451215429,32.6952718240939,55.0619580673787,100.024722019363,139.739376908831,212.06143858215,306.181501130654,520.050849416387,704.922321012025,1086.60496591531,1524.60916340182,1991.47348118769,2383.78129582651,2592.76635048161,2843.10959501398,2481.31102831958,597.516975965363,591.017672836746,604.069931561306,629.365549772059,622.397606789432, ,636.371743963703, ,294.870584884521,291.296331679731, ,298.466331776661, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,All,d,2017,56,34,43,66,96,169,341,405,611,1122,2023,2772,3443,4769,5023,4532,3498,2185,1046,32234,19.850694419828,11.2601051163931,15.3518245464964,22.7554820024824,26.920240375313,44.2121345304619,96.0346964064436,119.450351419984,187.980912707325,291.375594047835,496.99176266248,731.61848154854,1046.4695709262,1563.26827637298,1935.42172388549,2407.28346665817,2536.74950867702,2728.14673309111,2506.89035350509,594.197021088335,587.727833526588,600.719662417464,619.347318917838,612.494103907216, ,626.238134295154, ,287.851963549535,284.351942606541, ,291.373097606757, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1993,27,23,21,33,56,96,125,131,219,356,582,930,1489,2093,2286,1776,1312,643,166,12364,16.379320804164,13.9082899455158,12.7516941536518,21.1175672562521,28.9180019726208,47.2664250827162,63.6226211501952,74.7222158844601,131.431280644793,214.297753485348,420.708698983649,707.396476709161,1208.9964274115,1913.91497572172,2599.35186764455,3293.46314325452,3820.7286176068,4764.72767691738,4217.47967479675,504.978927217931,496.116611969585,513.959813186813,765.690390542503,750.965866195718, ,780.555890342562, ,323.883462512145,317.976424888338, ,329.844110281208, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1994,42,13,19,29,58,79,118,132,218,364,580,932,1531,2061,2384,1826,1404,644,176,12610,25.5434055441354,7.8003120124805,11.5852952116146,18.6953242349422,31.1225584889461,39.2532930531609,59.3134716979235,73.4819301253646,131.247817553493,213.66643382504,411.680365685732,704.145543559561,1250.18373046333,1892.02339095391,2606.77499070571,3529.45724447193,4059.44601862025,4617.48046174805,4269.77195536148,513.992749482135,505.060280255637,523.043547986767,779.35979348476,764.585216853569, ,794.273797001352, ,326.799132649576,320.890707152011, ,332.760710746899, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1995,36,18,18,23,55,93,103,140,181,335,577,981,1545,2057,2377,1794,1403,661,171,12568,22.1520739879271,10.8380850307982,11.0170580782578,14.7582533927941,30.8467142640815,47.2431345057759,51.4974251287436,75.9445604708563,108.847955642955,192.024395696361,405.307633410836,738.226750748762,1264.51739632185,1887.9353861686,2648.26141693684,3261.81818181818,3996.01253204215,4526.46716428131,3865.28028933092,512.278502115268,503.361025475897,521.314308094593,762.930932827434,748.618920270553, ,777.376582565175, ,322.448232907485,316.60180456696, ,328.347407851352, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1996,35,8,15,37,57,98,119,167,196,430,656,1059,1517,2173,2514,2018,1454,651,205,13409,22.0804865277489,4.82876009512657,9.23037161476121,23.5208859109893,33.6362563436799,50.70469173617,59.9453942794967,89.2384804877658,116.554275044303,243.673002164723,448.728033873494,804.271219393645,1243.56494081385,2003.65138494449,2814.41013814567,3481.77159716351,4185.25661322357,4325.58139534884,4432.43243243243,547.972636104323,538.736512969053,557.327383465591,805.924581478749,791.315554727472, ,820.66537973566, ,341.637178268185,335.631283318968, ,347.695595524936, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1997,31,22,26,23,60,78,110,157,170,363,635,967,1414,2093,2244,2051,1323,638,202,12607,20.013169957004,13.2604410904905,15.9237619275101,14.4259416062972,37.4709600059954,41.9061945951754,55.6370441555814,82.5455577871481,99.0878092851106,215.055037501333,403.702620570397,732.226285939287,1159.08289819908,1921.24105011933,2536.45303492709,3349.39168776027,3901.73410404624,4104.74168435952,4176.14223692371,516.1891020103,507.217400625316,525.279666629287,752.287785085562,738.279291703497, ,766.426109791524, ,317.763614754499,311.988974359613, ,323.590474122163, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1998,31,13,23,30,49,80,118,144,187,336,639,991,1436,2030,2294,2073,1205,605,196,12480,20.4057452046499,7.92663593570889,13.9103087483746,18.6055742300393,31.9465905164264,44.922116280898,60.3413890792313,74.8281291408795,107.100107100107,202.641577709426,390.713372914208,741.183949740099,1161.73710439454,1860.4395402973,2584.00261328948,3238.91067606206,3709.2901557594,3742.4223679327,3768.50605652759,511.687004995098,502.748613107097,520.744424263653,731.56432697736,717.975852048652, ,745.278422005861, ,311.837115387092,306.139810472319, ,317.586218551701, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,1999,36,17,20,25,35,84,114,143,187,300,641,980,1494,1948,2280,2075,1148,709,192,12428,24.1763260043249,10.4451476145126,12.0299304670019,15.5638147532513,22.9469074125067,49.7162033392717,59.1712905050841,73.6733642452344,105.009574402372,182.047672217098,382.544968429596,719.112996132933,1198.17146523378,1788.10743331314,2557.77428763742,3110.80461148674,3637.86164717812,4302.44553674373,3475.74221578566,510.068601518139,501.139941041188,519.116410104424,723.076253209363,709.673276782179, ,736.602875605514, ,307.825444625796,302.179482798492, ,313.522940115187, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2000,27,22,12,24,53,85,118,147,216,343,649,962,1498,1866,2292,2086,1273,660,206,12539,18.5623143768562,13.7342914042064,7.24305270528019,14.9288082456784,34.4200545525393,53.0176392804571,63.0533869821473,75.2584128154326,118.893628732627,208.018727750183,378.251417714289,698.255088116598,1195.24455437645,1705.54255630301,2556.43794057286,3168.7199039966,3712.01959526448,3953.0426449449,3465.6796769852,515.599570052707,506.613954143861,524.70455828162,719.106953074049,705.918716429301, ,732.41555425036, ,306.825170033078,301.20746926677, ,312.494055367804, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2001,29,16,22,27,57,73,99,139,217,328,678,1051,1474,2028,2298,2052,1301,637,229,12755,20.4553790593347,10.2331233411148,13.2738824296032,16.7563441380723,36.1425156459048,47.6747147680592,53.7511808971561,71.3955519030253,117.578213894819,196.142921213933,389.794064551737,740.250318709105,1182.77671679158,1839.37236406512,2546.54255319149,3099.97885004683,3518.78397749709,3818.71590432228,3596.67033139626,524.092001875308,515.035716199806,533.267568189123,718.795543115389,705.771502609397, ,731.93700750292, ,309.121523297037,303.495680448539, ,314.798315082867, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2002,30,22,25,34,42,74,116,155,235,338,621,1052,1592,2065,2291,2177,1434,612,244,13159,21.7287384294468,14.290818149339,15.1257555314888,21.0219122520651,25.9931551358142,50.1086816676711,65.1802571248764,79.9059687181021,124.739904029895,197.958335041554,371.900826446281,686.885834611994,1272.11417064868,1863.61749363753,2508.48571115734,3284.35218152194,3572.14029493822,3622.80234416622,4407.51445086705,540.268011362913,531.076020438595,549.579183889402,734.871184467744,721.574640357506, ,748.287438971446, ,314.264977136255,308.606017627988, ,319.974638602826, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2003,35,30,24,42,46,64,109,131,217,370,607,1078,1552,2034,2406,2125,1487,682,250,13289,25.8213018362634,19.7771771375832,14.7088565702624,25.7482313417281,28.013080890816,44.4243917676049,63.1532596352175,67.9122428666224,113.46108598468,212.982736885732,370.02718815913,675.561348866649,1224.92146927436,1808.33755634385,2608.97852960312,3172.63619940578,3568.68580205433,4173.80660954712,4282.28845495033,545.054458278048,535.826310115104,554.401665979707,735.428832310227,722.212590993793, ,748.763245411651, ,313.494943110385,307.855383383499, ,319.184981023204, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2004,23,23,22,20,43,52,93,140,224,368,709,1152,1611,2156,2311,2140,1576,664,279,13606,17.054470495766,15.3478626433023,13.5481328209676,12.2225481568397,26.1703629768484,35.7341652980023,55.9819413092551,73.1223232006685,115.556839520439,207.59879276789,434.518811784101,702.434741251578,1242.31745028031,1891.34420534594,2488.5318631146,3154.34164173165,3618.49657895945,4097.24793286437,4621.50074540335,556.118013425145,546.812420889722,565.542247897694,741.580751252838,728.388257128527, ,754.890005456486, ,314.849211236015,309.273366959906, ,320.474180443487, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2005,32,12,22,34,67,67,96,172,266,325,611,1204,1555,2036,2305,2144,1493,643,239,13323,23.5710076605775,8.10476762955809,13.6847408918719,20.7625980116759,40.3148165976702,44.612239734191,59.5441153667235,91.4742781775346,135.054859690186,179.131460445018,373.565502356948,715.155475037866,1182.42857903261,1773.55006184777,2450.71979926425,3113.38289962825,3449.86944566398,3552.68246864468,3729.71285892634,541.303272034655,532.150286139291,550.574195888286,705.912215897898,693.368411795353, ,718.566912565444, ,304.626275468673,299.151482148518, ,310.150025075459, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2006,27,10,13,25,53,73,90,135,213,364,630,1178,1656,2059,2404,2207,1560,780,278,13755,19.6781528773832,6.89042162489923,8.20981767889509,15.1589568212274,31.6329149432697,47.0758178617261,57.6372567227456,72.4307213563323,107.741178374879,196.858910569809,380.166186933145,690.313922893458,1219.42239436827,1802.70887871333,2525.58149307671,3153.44278223099,3576.50511256821,3904.6856227473,4201.93470374849,555.730855768955,546.482035101288,565.096949653589,723.724681007794,711.083303800182, ,736.475894058548, ,306.831205466519,301.413984224968, ,312.296006796785, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2007,27,15,11,31,44,65,98,130,230,383,659,1172,1805,2126,2272,2276,1552,794,266,13956,19.1877198592901,10.5813387509788,6.99954821097911,18.5691010159095,26.0061114361875,40.171066943538,64.3204998621704,71.1058602168182,115.899379182456,202.427009999789,388.460540897409,714.799770678572,1226.02293104385,1845.32592656887,2362.40940804592,3176.02076414278,3500.146591191,3739.28605067345,3971.33472678411,559.009644478518,549.77321769342,568.362334992715,715.535484540076,703.147845694232, ,728.029793082257, ,306.080672311873,300.719144937043, ,311.488917507269, ,100, 
S92000003,"C00-C97, excluding C44",All cancer types,Male, ,2008,32,19,12,26,55,90,82,168,272,394,664,1167,1890,2196,2453,2212,1614,861,259,14466,22.1150257778269,13.6563908315304,7.6960076960077,15.6307300152099,31.9260708294393,54.0550280185229,54.534330025804,94.0449400463507,137.477192432689,204.123924981867,383.806154770988,724.089149210761,1229.00450634986,1873.65618920856,2502.01446333677,3026.19878240646,3561.49874222163,3871.75105674971,3854.74028873344,575.119349390769,565.785071144388,584.569019026828,724.872042840909,712.55413167505, ,737.294051126555, ,313.380690092778,307.976607220044, ,318.831123405192, ,100, 
